award_name,award_url,award_category,year,winner,notes,table_index,row_index,raw_cells
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2015–16","Rain or Shine","team: Rain or Shine; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 53; MPG: 24.4; FG%: .483; 3P%: .367; 4P%: —; FT%: .748; RPG: 3.2; APG: 2.1; SPG: .8; BPG: .1; PPG: 12.5","4","2","[""2015–16"",""Rain or Shine"",""53"",""24.4"","".483"","".367"",""—"","".748"",""3.2"",""2.1"","".8"","".1"",""12.5""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2016–17","Rain or Shine","team: Rain or Shine; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 38; MPG: 23.8; FG%: .396; 3P%: .306; 4P%: —; FT%: .735; RPG: 4.5; APG: 2.4; SPG: 1.0; BPG: .1; PPG: 9.8","4","3","[""2016–17"",""Rain or Shine"",""38"",""23.8"","".396"","".306"",""—"","".735"",""4.5"",""2.4"",""1.0"","".1"",""9.8""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2017–18","Rain or Shine","team: Rain or Shine; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 27; MPG: 20.7; FG%: .415; 3P%: .355; 4P%: —; FT%: .710; RPG: 2.9; APG: 2.8; SPG: 1.3; BPG: .1; PPG: 8.0","4","4","[""2017–18"",""Rain or Shine"",""27"",""20.7"","".415"","".355"",""—"","".710"",""2.9"",""2.8"",""1.3"","".1"",""8.0""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2017–18","TNT","team: TNT; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 27; MPG: 20.7; FG%: .415; 3P%: .355; 4P%: —; FT%: .710; RPG: 2.9; APG: 2.8; SPG: 1.3; BPG: .1; PPG: 8.0","4","5","[""2017–18"",""TNT"",""27"",""20.7"","".415"","".355"",""—"","".710"",""2.9"",""2.8"",""1.3"","".1"",""8.0""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2019","TNT","team: TNT; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 25; MPG: 23.3; FG%: .372; 3P%: .270; 4P%: —; FT%: .719; RPG: 3.8; APG: 3.4; SPG: .9; BPG: —; PPG: 9.4","4","6","[""2019"",""TNT"",""25"",""23.3"","".372"","".270"",""—"","".719"",""3.8"",""3.4"","".9"",""—"",""9.4""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2019","NLEX","team: NLEX; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 25; MPG: 23.3; FG%: .372; 3P%: .270; 4P%: —; FT%: .719; RPG: 3.8; APG: 3.4; SPG: .9; BPG: —; PPG: 9.4","4","7","[""2019"",""NLEX"",""25"",""23.3"","".372"","".270"",""—"","".719"",""3.8"",""3.4"","".9"",""—"",""9.4""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2020","NLEX","team: NLEX; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 10; MPG: 25.9; FG%: .516; 3P%: .383; 4P%: —; FT%: .696; RPG: 2.5; APG: 3.8; SPG: 1.3; BPG: .2; PPG: 13.2","4","8","[""2020"",""NLEX"",""10"",""25.9"","".516"","".383"",""—"","".696"",""2.5"",""3.8"",""1.3"","".2"",""13.2""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2021","NLEX","team: NLEX; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 26; MPG: 24.6; FG%: .432; 3P%: .256; 4P%: —; FT%: .698; RPG: 3.3; APG: 3.0; SPG: 1.3; BPG: .1; PPG: 9.5","4","9","[""2021"",""NLEX"",""26"",""24.6"","".432"","".256"",""—"","".698"",""3.3"",""3.0"",""1.3"","".1"",""9.5""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2021","San Miguel","team: San Miguel; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 26; MPG: 24.6; FG%: .432; 3P%: .256; 4P%: —; FT%: .698; RPG: 3.3; APG: 3.0; SPG: 1.3; BPG: .1; PPG: 9.5","4","10","[""2021"",""San Miguel"",""26"",""24.6"","".432"","".256"",""—"","".698"",""3.3"",""3.0"",""1.3"","".1"",""9.5""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2022–23","San Miguel","team: San Miguel; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 56; MPG: 24.8; FG%: .440; 3P%: .322; 4P%: —; FT%: .718; RPG: 2.6; APG: 2.6; SPG: .8; BPG: .1; PPG: 11.3","4","11","[""2022–23"",""San Miguel"",""56"",""24.8"","".440"","".322"",""—"","".718"",""2.6"",""2.6"","".8"","".1"",""11.3""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2023–24","San Miguel","team: San Miguel; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 39; MPG: 24.9; FG%: .424; 3P%: .313; 4P%: —; FT%: .760; RPG: 2.8; APG: 1.9; SPG: .7; BPG: .1; PPG: 10.6","4","12","[""2023–24"",""San Miguel"",""39"",""24.9"","".424"","".313"",""—"","".760"",""2.8"",""1.9"","".7"","".1"",""10.6""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2024–25","San Miguel","team: San Miguel; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 56; MPG: 21.0; FG%: .399; 3P%: .286; 4P%: .208; FT%: .816; RPG: 2.6; APG: 2.3; SPG: .5; BPG: .0; PPG: 8.1","4","13","[""2024–25"",""San Miguel"",""56"",""21.0"","".399"","".286"","".208"","".816"",""2.6"",""2.3"","".5"","".0"",""8.1""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","First round","Stanley Pringle Kevin Alas Ronald Pascual Matt Ganuelas-Rosser Chris Banchero Rodney Brondial Anthony Semerad Jake Pascual Jericho Cruz David Semerad Manny Pacquiao Juami Tiongson","","7","1","[""First round"",""Stanley Pringle Kevin Alas Ronald Pascual Matt Ganuelas-Rosser Chris Banchero Rodney Brondial Anthony Semerad Jake Pascual Jericho Cruz David Semerad Manny Pacquiao Juami Tiongson""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","Second round","Rome dela Rosa Kevin Espinosa Philip Paredes Junjun Alas Prince Caperal Phillip Morrison John Pinto Harold Arboleda Mike Gamboa Gab Banal Frank Golla Kyle Pascual","","7","2","[""Second round"",""Rome dela Rosa Kevin Espinosa Philip Paredes Junjun Alas Prince Caperal Phillip Morrison John Pinto Harold Arboleda Mike Gamboa Gab Banal Frank Golla Kyle Pascual""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","Third round","Rene Pacquiao Brian Heruela Maclean Sabellina Kenneth Ighalo Paolo Taha Juneric Baloria Raul Soyud Jeremy Bartolo Anthony Gavieres Clark Bautista Ford Ruaya Richard Cole Giorgio Umali","","7","3","[""Third round"",""Rene Pacquiao Brian Heruela Maclean Sabellina Kenneth Ighalo Paolo Taha Juneric Baloria Raul Soyud Jeremy Bartolo Anthony Gavieres Clark Bautista Ford Ruaya Richard Cole Giorgio Umali""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","Fourth round","Jonathan Banal Michael Acuña Mark Andrei Romero Francis Bercede","","7","4","[""Fourth round"",""Jonathan Banal Michael Acuña Mark Andrei Romero Francis Bercede""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Duration","April 4 – July 25, 2025","conference: Duration","1","2","[""Duration"",""April 4 – July 25, 2025""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","TV partner(s)","Local: RPTV PBA Rush (HD) International: Pilipinas Live Online: Pilipinas Live","conference: TV partner(s)","1","3","[""TV partner(s)"",""Local: RPTV PBA Rush (HD) International: Pilipinas Live Online: Pilipinas Live""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Runners-up","TNT Tropang 5G","conference: Runners-up","1","6","[""Runners-up"",""TNT Tropang 5G""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Best Player","June Mar Fajardo(San Miguel Beermen)","conference: Best Player","1","8","[""Best Player"",""June Mar Fajardo(San Miguel Beermen)""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Finals MVP","Jericho Cruz(San Miguel Beermen)","conference: Finals MVP","1","9","[""Finals MVP"",""Jericho Cruz(San Miguel Beermen)""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","1","San Miguel Beermen","team: San Miguel Beermen; W: 8; L: 3; PCT: .727[a]; GB: —; Qualification: Twice-to-beat in the quarterfinals","2","1","[""1"",""San Miguel Beermen"",""8"",""3"","".727[a]"",""—"",""Twice-to-beat in the quarterfinals""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","2","NLEX Road Warriors","team: NLEX Road Warriors; W: 8; L: 3; PCT: .727[a]; GB: —; Qualification: Twice-to-beat in the quarterfinals","2","2","[""2"",""NLEX Road Warriors"",""8"",""3"","".727[a]"",""—"",""Twice-to-beat in the quarterfinals""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","3","Magnolia Chicken Timplados Hotshots","team: Magnolia Chicken Timplados Hotshots; W: 8; L: 3; PCT: .727[a]; GB: —; Qualification: Twice-to-beat in the quarterfinals","2","3","[""3"",""Magnolia Chicken Timplados Hotshots"",""8"",""3"","".727[a]"",""—"",""Twice-to-beat in the quarterfinals""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","4","Barangay Ginebra San Miguel","team: Barangay Ginebra San Miguel; W: 8; L: 3; PCT: .727[a]; GB: —; Qualification: Twice-to-beat in the quarterfinals","2","4","[""4"",""Barangay Ginebra San Miguel"",""8"",""3"","".727[a]"",""—"",""Twice-to-beat in the quarterfinals""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","5","Converge FiberXers","team: Converge FiberXers; W: 7; L: 4; PCT: .636; GB: 1; Qualification: Twice-to-win in the quarterfinals","2","5","[""5"",""Converge FiberXers"",""7"",""4"","".636"",""1"",""Twice-to-win in the quarterfinals""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","6","TNT Tropang 5G","team: TNT Tropang 5G; W: 6; L: 5; PCT: .545[b]; GB: 2; Qualification: Twice-to-win in the quarterfinals","2","6","[""6"",""TNT Tropang 5G"",""6"",""5"","".545[b]"",""2"",""Twice-to-win in the quarterfinals""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","7","Rain or Shine Elasto Painters","team: Rain or Shine Elasto Painters; W: 6; L: 5; PCT: .545[b]; GB: 2; Qualification: Twice-to-win in the quarterfinals","2","7","[""7"",""Rain or Shine Elasto Painters"",""6"",""5"","".545[b]"",""2"",""Twice-to-win in the quarterfinals""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","8","Meralco Bolts","team: Meralco Bolts; W: 6; L: 5; PCT: .545[b]; GB: 2; Qualification: Twice-to-win in the quarterfinals","2","8","[""8"",""Meralco Bolts"",""6"",""5"","".545[b]"",""2"",""Twice-to-win in the quarterfinals""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","9","Phoenix Fuel Masters","team: Phoenix Fuel Masters; W: 4; L: 7; PCT: .364; GB: 4","2","9","[""9"",""Phoenix Fuel Masters"",""4"",""7"","".364"",""4"",""""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","10","Blackwater Bossing","team: Blackwater Bossing; W: 2; L: 9; PCT: .182[c]; GB: 6","2","10","[""10"",""Blackwater Bossing"",""2"",""9"","".182[c]"",""6"",""""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","11","NorthPort Batang Pier","team: NorthPort Batang Pier; W: 2; L: 9; PCT: .182[c]; GB: 6","2","11","[""11"",""NorthPort Batang Pier"",""2"",""9"","".182[c]"",""6"",""""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","12","Terrafirma Dyip","team: Terrafirma Dyip; W: 1; L: 10; PCT: .091; GB: 7","2","12","[""12"",""Terrafirma Dyip"",""1"",""10"","".091"",""7"",""""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Team","1","team: Team; Game: 2; Game: 3; Game: 4; Game: 5; Game: 6; Game: 7; Game: 8; Game: 9; Game: 10; Game: 11","3","1","[""Team"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""10"",""11""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Barangay Ginebra(BGSM)","TER101–80","team: Barangay Ginebra(BGSM); Game: SMB93–104; Game: NP131–106; Game: NLEX86–89; Game: CON85–66; Game: PHX119–112; Game: BWB101–99; Game: MER73–82; Game: MAG85–81; Game: TNT97–78; Game: ROS98–80","3","2","[""Barangay Ginebra(BGSM)"",""TER101–80"",""SMB93–104"",""NP131–106"",""NLEX86–89"",""CON85–66"",""PHX119–112"",""BWB101–99"",""MER73–82"",""MAG85–81"",""TNT97–78"",""ROS98–80""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Blackwater(BWB)","MAG84–106","team: Blackwater(BWB); Game: CON80–111; Game: NP120–98; Game: NLEX72–80; Game: ROS106–120; Game: MER85–103; Game: BGSM99–101; Game: SMB78–115; Game: TNT82–108; Game: TER97–82; Game: PHX109–124","3","3","[""Blackwater(BWB)"",""MAG84–106"",""CON80–111"",""NP120–98"",""NLEX72–80"",""ROS106–120"",""MER85–103"",""BGSM99–101"",""SMB78–115"",""TNT82–108"",""TER97–82"",""PHX109–124""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Converge(CON)","MER89–91","team: Converge(CON); Game: PHX92–83; Game: MAG71–83; Game: BWB111–80; Game: TNT100–94; Game: ROS107–97; Game: BGSM66–85; Game: NP111–92; Game: NLEX83–88; Game: TER117–103; Game: SMB100–97","3","4","[""Converge(CON)"",""MER89–91"",""PHX92–83"",""MAG71–83"",""BWB111–80"",""TNT100–94"",""ROS107–97"",""BGSM66–85"",""NP111–92"",""NLEX83–88"",""TER117–103"",""SMB100–97""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Magnolia(MAG)","BWB106–84","team: Magnolia(MAG); Game: CON83–71; Game: SMB98–95*; Game: PHX118–99; Game: TER127–94; Game: MER117–92; Game: ROS105–119; Game: NP106–97; Game: BGSM81–85; Game: NLEX99–107; Game: TNT88–83","3","5","[""Magnolia(MAG)"",""BWB106–84"",""CON83–71"",""SMB98–95*"",""PHX118–99"",""TER127–94"",""MER117–92"",""ROS105–119"",""NP106–97"",""BGSM81–85"",""NLEX99–107"",""TNT88–83""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Meralco(MER)","CON91–89","team: Meralco(MER); Game: TER118–80; Game: SMB98–110; Game: PHX97–109; Game: ROS116–128; Game: NP105–104; Game: TNT84–101; Game: MAG92–117; Game: BWB103–85; Game: NLEX108–92; Game: BGSM82–73","3","6","[""Meralco(MER)"",""CON91–89"",""TER118–80"",""SMB98–110"",""PHX97–109"",""ROS116–128"",""NP105–104"",""TNT84–101"",""MAG92–117"",""BWB103–85"",""NLEX108–92"",""BGSM82–73""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","NLEX","SMB89–98","team: NLEX; Game: ROS109–95; Game: TNT91–74; Game: BWB80–72; Game: BGSM89–86; Game: TER117–87; Game: CON88–83; Game: MER92–108; Game: PHX105–95; Game: MAG107–99; Game: NP108–113","3","7","[""NLEX"",""SMB89–98"",""ROS109–95"",""TNT91–74"",""BWB80–72"",""BGSM89–86"",""TER117–87"",""CON88–83"",""MER92–108"",""PHX105–95"",""MAG107–99"",""NP108–113""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","NorthPort(NP)","TER97–75","team: NorthPort(NP); Game: ROS96–113; Game: BWB98–120; Game: BGSM106–131; Game: MER104–105; Game: CON92–111; Game: MAG97–106; Game: TNT70–94; Game: PHX107–118; Game: NLEX113–108; Game: SMB91–126","3","8","[""NorthPort(NP)"",""TER97–75"",""ROS96–113"",""BWB98–120"",""BGSM106–131"",""MER104–105"",""CON92–111"",""MAG97–106"",""TNT70–94"",""PHX107–118"",""NLEX113–108"",""SMB91–126""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Phoenix(PHX)","TER87–95","team: Phoenix(PHX); Game: CON83–92; Game: MER109–97; Game: MAG99–118; Game: TNT95–81; Game: SMB92–111; Game: BGSM112–119; Game: ROS99–109; Game: NLEX95–105; Game: NP118–107; Game: BWB124–109","3","9","[""Phoenix(PHX)"",""TER87–95"",""CON83–92"",""MER109–97"",""MAG99–118"",""TNT95–81"",""SMB92–111"",""BGSM112–119"",""ROS99–109"",""NLEX95–105"",""NP118–107"",""BWB124–109""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","Rain or Shine(ROS)","NLEX95–109","team: Rain or Shine(ROS); Game: NP113–96; Game: MER128–116; Game: CON97–107; Game: BWB120–106; Game: MAG119–105; Game: TNT103–111; Game: PHX109–99; Game: TER94–85; Game: SMB111–120; Game: BGSM80–98","3","10","[""Rain or Shine(ROS)"",""NLEX95–109"",""NP113–96"",""MER128–116"",""CON97–107"",""BWB120–106"",""MAG119–105"",""TNT103–111"",""PHX109–99"",""TER94–85"",""SMB111–120"",""BGSM80–98""]"
"2025 PBA Philippine Cup","https://en.wikipedia.org/wiki/2025_PBA_Philippine_Cup","Individual conference awards","San Miguel(SMB)","NLEX98–89","team: San Miguel(SMB); Game: MER110–98; Game: MAG95–98*; Game: BGSM104–93; Game: TNT84–89; Game: PHX111–92; Game: TER128–89; Game: BWB115–78; Game: ROS120–111; Game: CON97–100; Game: NP126–91","3","11","[""San Miguel(SMB)"",""NLEX98–89"",""MER110–98"",""MAG95–98*"",""BGSM104–93"",""TNT84–89"",""PHX111–92"",""TER128–89"",""BWB115–78"",""ROS120–111"",""CON97–100"",""NP126–91""]"
